"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_f"
5746,82.5,82.5,17.5,"Bavois VD","Bavois (VD)","Bavois VD","Les habitants de Bavois approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 82,5 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 58 pour cent de non. Les citoyens de Bavois avaient déjà refusé la précédente révision de l'AVS en 2017."
5747,68.3,68.3,31.7,"Bofflens VD","Bofflens (VD)","Bofflens VD","C'est oui à 68,3 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Bofflens. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 63,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Bofflens passe cette fois-ci du côté du oui."
5748,17,17,83,"Bretonnières VD","Bretonnières (VD)","Bretonnières VD","A Bretonnières, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 83 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 59,6 pour cent de non. Les citoyens de Bretonnières avaient déjà refusé la précédente révision de l'AVS en 2017."
5749,50.2,50.2,49.8,"Chavornay VD","Chavornay (VD)","Chavornay VD","C'est oui à 50,2 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Chavornay. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 57,4 pour cent de non. Les citoyens de Chavornay avaient déjà refusé la précédente révision de l'AVS en 2017."
5750,47.6,47.6,52.4,"Les Clées VD","Les Clées (VD)","Les Clées VD","Les habitants des Clées rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 52,4 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 55,9 pour cent de non. Les citoyens des Clées avaient déjà refusé la précédente révision de l'AVS en 2017."
5752,88.4,88.4,11.6,"Croy VD","Croy (VD)","Croy VD","A Croy, les habitants disent oui à 88,4 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 53,4 pour cent de non. Les citoyens de Croy avaient déjà refusé la précédente révision de l'AVS en 2017."
5754,55.3,55.3,44.7,"Juriens VD","Juriens (VD)","Juriens VD","A Juriens, les habitants disent oui à 55,3 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 69,6 pour cent des voix. Les électeurs de Juriens avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5755,84.7,84.7,15.3,"Lignerolle VD","Lignerolle (VD)","Lignerolle VD","A Lignerolle, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 84,7 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 76,9 pour cent de non. Les citoyens de Lignerolle avaient déjà refusé la précédente révision de l'AVS en 2017."
5756,69.5,69.5,30.5,"Montcherand VD","Montcherand (VD)","Montcherand VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Montcherand avec 69,5 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 73,5 pour cent de non. Les citoyens de Montcherand avaient déjà refusé la précédente révision de l'AVS en 2017."
5757,80.1,80.1,19.9,"Orbe VD","Orbe (VD)","Orbe VD","Les électeurs d'Orbe valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 80,1 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 53 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Orbe passe cette fois-ci du côté du oui."
5758,56.5,56.5,43.5,"La Praz VD","La Praz (VD)","La Praz VD","Les habitants de La Praz approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 56,5 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 62,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, La Praz passe cette fois-ci du côté du oui."
5759,41.1,41.1,58.9,"Premier VD","Premier (VD)","Premier VD","Les habitants de Premier s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 58,9 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 52,7 pour cent de oui. Premier avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5760,51.4,51.4,48.6,"Rances VD","Rances (VD)","Rances VD","Les habitants de Rances approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 51,4 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 62,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Rances passe cette fois-ci du côté du oui."
5761,48.2,48.2,51.8,"Romainmôtier-Envy VD","Romainmôtier-Envy (VD)","Romainmôtier-Envy VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Romainmôtier-Envy avec 51,8 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 54,7 pour cent de oui. Romainmôtier-Envy avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5762,37.4,37.4,62.6,"Sergey VD","Sergey (VD)","Sergey VD","C'est non à 62,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Sergey. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 53,3 pour cent de oui. Les citoyens de Sergey avaient déjà refusé la précédente révision de l'AVS en 2017."
5763,1,1,99,"Valeyres-sous-Rances VD","Valeyres-sous-Rances (VD)","Valeyres-sous-Rances VD","C'est non à 99 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Valeyres-sous-Rances. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 53,1 pour cent de non. Les citoyens de Valeyres-sous-Rances avaient déjà refusé la précédente révision de l'AVS en 2017."
5764,52.9,52.9,47.1,"Vallorbe VD","Vallorbe (VD)","Vallorbe VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Vallorbe avec 52,9 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 60,9 pour cent de non. Les citoyens de Vallorbe avaient déjà refusé la précédente révision de l'AVS en 2017."
5765,37.2,37.2,62.8,"Vaulion VD","Vaulion (VD)","Vaulion VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Vaulion avec 62,8 pour cent des voix. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 69,5 pour cent de non. Les citoyens de Vaulion avaient déjà refusé la précédente révision de l'AVS en 2017."
5766,35.8,35.8,64.2,"Vuiteboeuf VD","Vuiteboeuf (VD)","Vuiteboeuf VD","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Vuiteboeuf avec 64,2 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 84,2 pour cent de oui. Les citoyens de Vuiteboeuf avaient déjà refusé la précédente révision de l'AVS en 2017."
5785,14.4,14.4,85.6,"Corcelles-le-Jorat VD","Corcelles-le-Jorat (VD)","Corcelles-le-Jorat VD","Les habitants de Corcelles-le-Jorat s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 85,6 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 61,7 pour cent de oui. Les citoyens de Corcelles-le-Jorat avaient déjà refusé la précédente révision de l'AVS en 2017."
5790,81.4,81.4,18.6,"Maracon VD","Maracon (VD)","Maracon VD","Les électeurs de Maracon valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 81,4 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 76,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Maracon passe cette fois-ci du côté du oui."
5792,53.3,53.3,46.7,"Montpreveyres VD","Montpreveyres (VD)","Montpreveyres VD","Les habitants de Montpreveyres acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 53,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 79,1 pour cent de non. Les citoyens de Montpreveyres avaient déjà refusé la précédente révision de l'AVS en 2017."
5798,46.2,46.2,53.8,"Ropraz VD","Ropraz (VD)","Ropraz VD","Les habitants de Ropraz rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 53,8 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 50,5 pour cent de non. Les citoyens de Ropraz avaient déjà refusé la précédente révision de l'AVS en 2017."
5799,46.8,46.8,53.2,"Servion VD","Servion (VD)","Servion VD","Les habitants de Servion s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 53,2 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 81,4 pour cent de oui. Les citoyens de Servion avaient déjà refusé la précédente révision de l'AVS en 2017."
5803,54.5,54.5,45.5,"Vulliens VD","Vulliens (VD)","Vulliens VD","A Vulliens, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 54,5 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 95,7 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Vulliens passe cette fois-ci du côté du oui."
5804,80,80,20,"Jorat-Menthue VD","Jorat-Menthue (VD)","Jorat-Menthue VD","Les électeurs de Jorat-Menthue valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 80 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 87,5 pour cent de non. Les citoyens de Jorat-Menthue avaient déjà refusé la précédente révision de l'AVS en 2017."
5805,45.2,45.2,54.8,"Oron VD","Oron (VD)","Oron VD","Les habitants d'Oron s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 54,8 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 90,7 pour cent de oui. Les citoyens d'Oron avaient déjà refusé la précédente révision de l'AVS en 2017."
5806,56.9,56.9,43.1,"Jorat-Mézières VD","Jorat-Mézières (VD)","Jorat-Mézières VD","C'est oui à 56,9 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Jorat-Mézières. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 51,2 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Jorat-Mézières passe cette fois-ci du côté du oui."
5812,14.2,14.2,85.8,"Champtauroz VD","Champtauroz (VD)","Champtauroz VD","A Champtauroz, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 85,8 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 53,5 pour cent de non. Champtauroz avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5813,87.8,87.8,12.2,"Chevroux VD","Chevroux (VD)","Chevroux VD","C'est oui à 87,8 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Chevroux. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 69,7 pour cent de non. Les citoyens de Chevroux avaient déjà refusé la précédente révision de l'AVS en 2017."
5816,99.8,99.8,0.2,"Corcelles-près-Payerne VD","Corcelles-près-Payerne (VD)","Corcelles-près-Payerne VD","Corcelles-près-Payerne se classe au troisième rang des plus fortes approbations de l'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Ses citoyens disent oui à 99,8 pour cent. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 59,2 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Corcelles-près-Payerne passe cette fois-ci du côté du oui."
5817,57.3,57.3,42.7,"Grandcour VD","Grandcour (VD)","Grandcour VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Grandcour avec 57,3 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 77 pour cent de non. Les citoyens de Grandcour avaient déjà refusé la précédente révision de l'AVS en 2017."
5819,40.6,40.6,59.4,"Henniez VD","Henniez (VD)","Henniez VD","A Henniez, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 59,4 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 56,4 pour cent de non. Les citoyens d'Henniez avaient déjà refusé la précédente révision de l'AVS en 2017."
