"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
6617,98.7,98.7,1.3,"Cologny GE","Cologny (GE)","Cologny GE","Nel comune di Cologny l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 98,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 1,4 percento dei voti. A Cologny come nel 2017 gli elettroi hanno detto no - con il 56,5 percento dei voti – alla riforma dell'AVS."
6618,3.5,3.5,96.5,"Confignon GE","Confignon (GE)","Confignon GE","I cittadini di Confignon si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 96,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 80,8 percento dei voti. A Confignon come nel 2017 gli elettroi hanno detto no - con il 57,1 percento dei voti – alla riforma dell'AVS."
6619,46,46,54,"Corsier GE","Corsier (GE)","Corsier GE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Corsier GE: i cittadini hanno bocciato il testo con il 54 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 29,6 percento dei voti. A Corsier GE come nel 2017 gli elettroi hanno detto no - con il 59,7 percento dei voti – alla riforma dell'AVS."
6620,26.6,26.6,73.4,"Dardagny GE","Dardagny (GE)","Dardagny GE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Dardagny: i cittadini hanno bocciato il testo con il 73,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 52,3 percento dei voti. A Dardagny come nel 2017 gli elettroi hanno detto no - con il 66 percento dei voti – alla riforma dell'AVS."
6621,28.6,28.6,71.4,"Genf GE","Genève (GE)","Ginevra GE","Con il 71,4 percento di ""no"", i cittadini del comune di Ginevra hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 18,3 percento dei voti. A Ginevra come nel 2017 gli elettroi hanno detto no - con il 60,2 percento dei voti – alla riforma dell'AVS."
6622,79.7,79.7,20.3,"Genthod GE","Genthod (GE)","Genthod GE","Da Genthod è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 79,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 56,7 percento dei voti. Genthod ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6623,49.3,49.3,50.7,"Le Grand-Saconnex GE","Le Grand-Saconnex (GE)","Le Grand-Saconnex GE","I cittadini di Le Grand-Saconnex si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 50,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 45,2 percento dei voti. A Le Grand-Saconnex come nel 2017 gli elettroi hanno detto no - con il 60,4 percento dei voti – alla riforma dell'AVS."
6624,13.5,13.5,86.5,"Gy GE","Gy (GE)","Gy GE","Nel comune di Gy l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 86,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 65,5 percento dei voti. A Gy come nel 2017 gli elettroi hanno detto no - con il 52,4 percento dei voti – alla riforma dell'AVS."
6625,66.2,66.2,33.8,"Hermance GE","Hermance (GE)","Hermance GE","A Hermance i cittadini hanno accolto, con il 66,2 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece respinta con il 42,2 percento dei voti. Hermance ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6626,35.6,35.6,64.4,"Jussy GE","Jussy (GE)","Jussy GE","A Jussy i cittadini hanno respinto, con il 64,4 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece accettata con il 65,4 percento dei voti. A Jussy come nel 2017 gli elettroi hanno detto no - con il 55,4 percento dei voti – alla riforma dell'AVS."
6627,46.1,46.1,53.9,"Laconnex GE","Laconnex (GE)","Laconnex GE","I cittadini di Laconnex si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 53,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 59,4 percento dei voti. Laconnex ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6628,55.5,55.5,44.5,"Lancy GE","Lancy (GE)","Lancy GE","Nel comune di Lancy l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 55,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 18,7 percento dei voti. A Lancy come nel 2017 gli elettroi hanno detto no - con il 64,6 percento dei voti – alla riforma dell'AVS."
6629,49,49,51,"Meinier GE","Meinier (GE)","Meinier GE","Nel comune di Meinier l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 51 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 46,9 percento dei voti. A Meinier come nel 2017 gli elettroi hanno detto no - con il 57,1 percento dei voti – alla riforma dell'AVS."
6630,38.7,38.7,61.3,"Meyrin GE","Meyrin (GE)","Meyrin GE","Da Meyrin è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 61,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 14,9 percento dei voti. A Meyrin come nel 2017 gli elettroi hanno detto no - con il 65,9 percento dei voti – alla riforma dell'AVS."
6631,31.7,31.7,68.3,"Onex GE","Onex (GE)","Onex GE","Nel comune di Onex l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 68,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 19,5 percento dei voti. A Onex come nel 2017 gli elettroi hanno detto no - con il 66,6 percento dei voti – alla riforma dell'AVS."
6632,3.6,3.6,96.4,"Perly-Certoux GE","Perly-Certoux (GE)","Perly-Certoux GE","Con il 96,4 percento di ""no"", i cittadini del comune di Perly-Certoux hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece accettata con il 91 percento dei voti. A Perly-Certoux come nel 2017 gli elettroi hanno detto no - con il 60,4 percento dei voti – alla riforma dell'AVS."
6633,36.1,36.1,63.9,"Plan-les-Ouates GE","Plan-les-Ouates (GE)","Plan-les-Ouates GE","Nel comune di Plan-les-Ouates l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 63,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 95,9 percento dei voti. A Plan-les-Ouates come nel 2017 gli elettroi hanno detto no - con il 59,1 percento dei voti – alla riforma dell'AVS."
6634,96.6,96.6,3.4,"Pregny-Chambésy GE","Pregny-Chambésy (GE)","Pregny-Chambésy GE","Nel comune di Pregny-Chambésy l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 96,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 23,4 percento dei voti. A Pregny-Chambésy come nel 2017 gli elettroi hanno detto no - con il 57,1 percento dei voti – alla riforma dell'AVS."
6635,53.2,53.2,46.8,"PresinGE","Presinge (GE)","PresinGE","Da Presinge è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 53,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 73,7 percento dei voti. Presinge ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6636,9.9,9.9,90.1,"PuplinGE","Puplinge (GE)","PuplinGE","I cittadini di Puplinge si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 90,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 13,3 percento dei voti. A Puplinge come nel 2017 gli elettroi hanno detto no - con il 59,3 percento dei voti – alla riforma dell'AVS."
6637,91.4,91.4,8.6,"Russin GE","Russin (GE)","Russin GE","Con il 91,4 percento di ""sì"", i cittadini del comune di Russin hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 85,6 percento dei voti. Russin ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6638,47.2,47.2,52.8,"Satigny GE","Satigny (GE)","Satigny GE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Satigny: i cittadini hanno bocciato il testo con il 52,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 41,2 percento dei voti. A Satigny come nel 2017 gli elettroi hanno detto no - con il 58,7 percento dei voti – alla riforma dell'AVS."
6639,49.8,49.8,50.2,"Soral GE","Soral (GE)","Soral GE","Da Soral è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 50,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 60,5 percento dei voti. A Soral come nel 2017 gli elettroi hanno detto no - con il 58,1 percento dei voti – alla riforma dell'AVS."
6640,58.7,58.7,41.3,"Thônex GE","Thônex (GE)","Thônex GE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Thônex: i cittadini hanno approvato il testo con il 58,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 81,6 percento dei voti. Thônex ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6641,62.6,62.6,37.4,"Troinex GE","Troinex (GE)","Troinex GE","A Troinex i cittadini hanno accolto, con il 62,6 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata accettata con il 55,6 percento dei voti. Troinex ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6642,87.6,87.6,12.4,"Vandoeuvres GE","Vandoeuvres (GE)","Vandoeuvres GE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Vandoeuvres: i cittadini hanno approvato il testo con il 87,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 58,1 percento dei voti. Vandoeuvres ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6643,19,19,81,"Vernier GE","Vernier (GE)","Vernier GE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Vernier: i cittadini hanno bocciato il testo con il 81 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 86 percento dei voti. A Vernier come nel 2017 gli elettroi hanno detto no - con il 66,9 percento dei voti – alla riforma dell'AVS."
6644,25.9,25.9,74.1,"Versoix GE","Versoix (GE)","Versoix GE","Nel comune di Versoix l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 74,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 80,5 percento dei voti. A Versoix come nel 2017 gli elettroi hanno detto no - con il 59,9 percento dei voti – alla riforma dell'AVS."
6645,61.6,61.6,38.4,"Veyrier GE","Veyrier (GE)","Veyrier GE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Veyrier: i cittadini hanno approvato il testo con il 61,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 46,8 percento dei voti. A Veyrier come nel 2017 gli elettroi hanno detto no - con il 54,7 percento dei voti – alla riforma dell'AVS."
6702,80.7,80.7,19.3,"Boécourt JU","Boécourt (JU)","Boécourt JU","Nel comune di Boécourt l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 80,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 84,8 percento dei voti. A Boécourt come nel 2017 gli elettori hanno detto sì - con il 58 percento dei voti – alla riforma dell'AVS."
6703,55,55,45,"Bourrignon JU","Bourrignon (JU)","Bourrignon JU","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Bourrignon: i cittadini hanno approvato il testo con il 55 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 55,5 percento dei voti. A Bourrignon come nel 2017 gli elettori hanno detto sì - con il 61,5 percento dei voti – alla riforma dell'AVS."
6704,34.5,34.5,65.5,"Châtillon JU","Châtillon (JU)","Châtillon JU","Nel comune di Châtillon JU l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 65,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 61 percento dei voti. Châtillon JU ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6706,63.8,63.8,36.2,"Courchapoix JU","Courchapoix (JU)","Courchapoix JU","Nel comune di Courchapoix l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 63,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 71,3 percento dei voti. A Courchapoix come nel 2017 gli elettori hanno detto sì - con il 60,7 percento dei voti – alla riforma dell'AVS."
6708,49.1,49.1,50.9,"Courrendlin JU","Courrendlin (JU)","Courrendlin JU","Nel comune di Courrendlin l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 50,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 67,3 percento dei voti. A Courrendlin come nel 2017 gli elettroi hanno detto no - con il 50,4 percento dei voti – alla riforma dell'AVS."
6709,4.2,4.2,95.8,"Courroux JU","Courroux (JU)","Courroux JU","I cittadini di Courroux si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 95,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 16,5 percento dei voti. Courroux ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6710,20.4,20.4,79.6,"Courtételle JU","Courtételle (JU)","Courtételle JU","I cittadini di Courtételle si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 79,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 66,7 percento dei voti. Courtételle ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6711,58.1,58.1,41.9,"Delsberg JU","Delémont (JU)","Delsberg JU","Nel comune di Delsberg l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 58,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 32,6 percento dei voti. Delsberg ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6712,21.8,21.8,78.2,"Develier JU","Develier (JU)","Develier JU","Da Develier è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 78,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 28,1 percento dei voti. Develier ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6713,42.8,42.8,57.2,"Ederswiler JU","Ederswiler (JU)","Ederswiler JU","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Ederswiler: i cittadini hanno bocciato il testo con il 57,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 97,8 percento dei voti. A Ederswiler come nel 2017 gli elettroi hanno detto no - con il 77,8 percento dei voti – alla riforma dell'AVS."
6715,60.8,60.8,39.2,"Mervelier JU","Mervelier (JU)","Mervelier JU","Con il 60,8 percento di ""sì"", i cittadini del comune di Mervelier hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 56,8 percento dei voti. A Mervelier come nel 2017 gli elettori hanno detto sì - con il 57,4 percento dei voti – alla riforma dell'AVS."
