"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d"
5643,88.6,88.6,11.4,"Préverenges VD","Préverenges (VD)","Préverenges VD","88,6 Prozent in Préverenges sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 87,8 Prozent zugestimmt hat, ist die AHV-Reform in Préverenges damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Préverenges der Rentenreform mit 50,4 Prozent zugestimmt."
5645,55.8,55.8,44.2,"Romanel-sur-Morges VD","Romanel-sur-Morges (VD)","Romanel-sur-Morges VD","55,8 Prozent der Abstimmenden in der Gemeinde Romanel-sur-Morges haben Ja gesagt zur Erhöhung des Frauenrentenalters auf 65. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 59,7 Prozent zugestimmt hat, ist die AHV-Reform in Romanel-sur-Morges damit angenommen worden. Damit hat in Romanel-sur-Morges im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56,6 Prozent ein Nein in die Urne gelegt."
5646,26.5,26.5,73.5,"Saint-Prex VD","Saint-Prex (VD)","Saint-Prex VD","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Saint-Prex: Mit 73,5 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 60,8 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Saint-Prex damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Saint-Prex eine Rentenreform mit 51,3 Prozent Nein-Stimmen abgelehnt."
5648,11.8,11.8,88.2,"Saint-Sulpice VD","Saint-Sulpice (VD)","Saint-Sulpice VD","88,2 Prozent Nein zur Erhöhung des Frauenrentenalters auf 65 in Saint-Sulpice VD. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 68,3 Prozent angenommen hat, ist die AHV-Reform in Saint-Sulpice VD damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Saint-Sulpice VD eine Rentenreform mit 53,1 Prozent Nein-Stimmen abgelehnt."
5649,50.1,50.1,49.9,"Tolochenaz VD","Tolochenaz (VD)","Tolochenaz VD","Die Gemeinde Tolochenaz hat die Erhöhung des Frauenrentenalters auf 65 mit 50,1 Prozent angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 72 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Tolochenaz damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Tolochenaz eine Rentenreform mit 52 Prozent Nein-Stimmen abgelehnt."
5650,69.3,69.3,30.7,"Vaux-sur-Morges VD","Vaux-sur-Morges (VD)","Vaux-sur-Morges VD","Ja zur Erhöhung des Frauenrentenalters auf 65 in Vaux-sur-Morges mit 69,3 Prozent. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 94,5 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Vaux-sur-Morges damit trotzdem gescheitert. Damit hat in Vaux-sur-Morges im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 61 Prozent ein Ja in die Urne gelegt."
5651,3.1,3.1,96.9,"Villars-Sainte-Croix VD","Villars-Sainte-Croix (VD)","Villars-Sainte-Croix VD","Nein zur Erhöhung des Frauenrentenalters auf 65 in Villars-Sainte-Croix. Die Gemeinde hat das Volksbegehren mit 96,9 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 78 Prozent angenommen hat, ist die AHV-Reform in Villars-Sainte-Croix damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Villars-Sainte-Croix eine Rentenreform mit 55,9 Prozent Nein-Stimmen abgelehnt."
5652,64.6,64.6,35.4,"Villars-sous-Yens VD","Villars-sous-Yens (VD)","Villars-sous-Yens VD","Ja zur Erhöhung des Frauenrentenalters auf 65 in Villars-sous-Yens mit 64,6 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 88,2 Prozent zugestimmt hat, ist die AHV-Reform in Villars-sous-Yens damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Villars-sous-Yens der Rentenreform mit 59,7 Prozent zugestimmt."
5653,65,65,35,"Vufflens-le-Château VD","Vufflens-le-Château (VD)","Vufflens-le-Château VD","65 Prozent der Abstimmenden in der Gemeinde Vufflens-le-Château haben Ja gesagt zur Erhöhung des Frauenrentenalters auf 65. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 52,7 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Vufflens-le-Château damit trotzdem gescheitert. Damit hat in Vufflens-le-Château im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,6 Prozent ein Ja in die Urne gelegt."
5654,66.2,66.2,33.8,"Vullierens VD","Vullierens (VD)","Vullierens VD","Ja zur Erhöhung des Frauenrentenalters auf 65 in Vullierens mit 66,2 Prozent. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 68,4 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Vullierens damit trotzdem gescheitert. Damit hat in Vullierens im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,2 Prozent ein Ja in die Urne gelegt."
5655,46.5,46.5,53.5,"Yens VD","Yens (VD)","Yens VD","Nein zur Erhöhung des Frauenrentenalters auf 65 in Yens. Die Gemeinde hat das Volksbegehren mit 53,5 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 52,4 Prozent angenommen hat, ist die AHV-Reform in Yens damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Yens eine Rentenreform mit 52,6 Prozent Nein-Stimmen abgelehnt."
5656,14.7,14.7,85.3,"Hautemorges VD","Hautemorges (VD)","Hautemorges VD","In Hautemorges hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 85,3 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 55,5 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Hautemorges damit gescheitert. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der letzten AHV-Abstimmung im Jahr 2017 in Hautemorges nicht möglich."
5661,84.8,84.8,15.2,"Boulens VD","Boulens (VD)","Boulens VD","84,8 Prozent der Stimmbürgerinnen und Stimmbürger von Boulens haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 66,4 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Boulens damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Boulens eine Rentenreform mit 58,7 Prozent Nein-Stimmen abgelehnt."
5663,20.1,20.1,79.9,"Bussy-sur-Moudon VD","Bussy-sur-Moudon (VD)","Bussy-sur-Moudon VD","79,9 Prozent der Stimmbürgerinnen und Stimmbürger von Bussy-sur-Moudon sagen Nein zur Erhöhung des Frauenrentenalters auf 65. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 58,8 Prozent angenommen hat, ist die AHV-Reform in Bussy-sur-Moudon damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bussy-sur-Moudon eine Rentenreform mit 56,4 Prozent Nein-Stimmen abgelehnt."
5665,61,61,39,"Chavannes-sur-Moudon VD","Chavannes-sur-Moudon (VD)","Chavannes-sur-Moudon VD","61 Prozent der Stimmbürgerinnen und Stimmbürger von Chavannes-sur-Moudon haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 61,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Chavannes-sur-Moudon damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Chavannes-sur-Moudon eine Rentenreform mit 66,2 Prozent Nein-Stimmen abgelehnt."
5669,59.5,59.5,40.5,"Curtilles VD","Curtilles (VD)","Curtilles VD","59,5 Prozent der Stimmbürgerinnen und Stimmbürger von Curtilles haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 54,9 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Curtilles damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Curtilles eine Rentenreform mit 51,1 Prozent Nein-Stimmen abgelehnt."
5671,94.6,94.6,5.4,"Dompierre VD","Dompierre (VD)","Dompierre VD","In Dompierre VD hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 94,6 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 58 Prozent zugestimmt hat, ist die AHV-Reform in Dompierre VD damit angenommen worden. Damit hat in Dompierre VD im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,6 Prozent ein Nein in die Urne gelegt."
5673,31.3,31.3,68.7,"Hermenches VD","Hermenches (VD)","Hermenches VD","Nein zur Erhöhung des Frauenrentenalters auf 65 in Hermenches. Die Gemeinde hat das Volksbegehren mit 68,7 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 64,7 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Hermenches damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Hermenches eine Rentenreform mit 59,7 Prozent Nein-Stimmen abgelehnt."
5674,18.3,18.3,81.7,"Lovatens VD","Lovatens (VD)","Lovatens VD","Lovatens hat die Erhöhung des Frauenrentenalters auf 65 mit 81,7 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 64,8 Prozent angenommen hat, ist die AHV-Reform in Lovatens damit gescheitert."
5675,13.5,13.5,86.5,"Lucens VD","Lucens (VD)","Lucens VD","In Lucens hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 86,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 61,1 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Lucens damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Lucens eine Rentenreform mit 59,3 Prozent Nein-Stimmen abgelehnt."
5678,89.9,89.9,10.1,"Moudon VD","Moudon (VD)","Moudon VD","In Moudon hat die Stimmbevölkerung der Erhöhung des Frauenrentenalters auf 65 mit einem Ja-Stimmen-Anteil von 89,9 Prozent zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 74,8 Prozent zugestimmt hat, ist die AHV-Reform in Moudon damit angenommen worden. Damit hat in Moudon im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,1 Prozent ein Nein in die Urne gelegt."
5680,53,53,47,"Ogens VD","Ogens (VD)","Ogens VD","Ogens hat der Erhöhung des Frauenrentenalters auf 65 mit 53 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 84,8 Prozent zugestimmt hat, ist die AHV-Reform in Ogens damit angenommen worden. Damit hat in Ogens im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 69 Prozent ein Nein in die Urne gelegt."
5683,58.3,58.3,41.7,"Prévonloup VD","Prévonloup (VD)","Prévonloup VD","Ja zur Erhöhung des Frauenrentenalters auf 65 in Prévonloup mit 58,3 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 60,2 Prozent zugestimmt hat, ist die AHV-Reform in Prévonloup damit angenommen worden. Damit hat in Prévonloup im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 60,7 Prozent ein Nein in die Urne gelegt."
5684,98.4,98.4,1.6,"Rossenges VD","Rossenges (VD)","Rossenges VD","Rossenges hat der Erhöhung des Frauenrentenalters auf 65 mit 98,4 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 69 Prozent zugestimmt hat, ist die AHV-Reform in Rossenges damit angenommen worden. Damit hat in Rossenges im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 78,6 Prozent ein Nein in die Urne gelegt."
5688,69.9,69.9,30.1,"Syens VD","Syens (VD)","Syens VD","69,9 Prozent der Abstimmenden in der Gemeinde Syens haben Ja gesagt zur Erhöhung des Frauenrentenalters auf 65. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 60,6 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Syens damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Syens eine Rentenreform mit 69,4 Prozent Nein-Stimmen abgelehnt."
5690,16,16,84,"Villars-le-Comte VD","Villars-le-Comte (VD)","Villars-le-Comte VD","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Villars-le-Comte: Mit 84 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 77,5 Prozent angenommen hat, ist die AHV-Reform in Villars-le-Comte damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Villars-le-Comte eine Rentenreform mit 63,3 Prozent Nein-Stimmen abgelehnt."
5692,83.7,83.7,16.3,"Vucherens VD","Vucherens (VD)","Vucherens VD","Die Gemeinde Vucherens hat die Erhöhung des Frauenrentenalters auf 65 mit 83,7 Prozent angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 50,2 Prozent zugestimmt hat, ist die AHV-Reform in Vucherens damit angenommen worden. Damit hat in Vucherens im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,1 Prozent ein Nein in die Urne gelegt."
5693,30.5,30.5,69.5,"Montanaire VD","Montanaire (VD)","Montanaire VD","In Montanaire hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 69,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 90,7 Prozent angenommen hat, ist die AHV-Reform in Montanaire damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Montanaire eine Rentenreform mit 55,5 Prozent Nein-Stimmen abgelehnt."
5701,12.8,12.8,87.2,"Arnex-sur-Nyon VD","Arnex-sur-Nyon (VD)","Arnex-sur-Nyon VD","In Arnex-sur-Nyon hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 87,2 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 92,7 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Arnex-sur-Nyon damit gescheitert."
5702,66.8,66.8,33.2,"Arzier-Le Muids VD","Arzier-Le Muids (VD)","Arzier-Le Muids VD","Arzier-Le Muids hat der Erhöhung des Frauenrentenalters auf 65 mit 66,8 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 65,4 Prozent zugestimmt hat, ist die AHV-Reform in Arzier-Le Muids damit angenommen worden. Damit hat in Arzier-Le Muids im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,9 Prozent ein Nein in die Urne gelegt."
5703,62.2,62.2,37.8,"Bassins VD","Bassins (VD)","Bassins VD","Die Gemeinde Bassins hat die Erhöhung des Frauenrentenalters auf 65 mit 62,2 Prozent angenommen. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 63,8 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bassins damit trotzdem gescheitert. Damit hat in Bassins im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,6 Prozent ein Ja in die Urne gelegt."
5704,49.7,49.7,50.3,"Begnins VD","Begnins (VD)","Begnins VD","In Begnins hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 50,3 Prozent abgelehnt. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 84,4 Prozent angenommen hat, ist die AHV-Reform in Begnins damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Begnins eine Rentenreform mit 52,2 Prozent Nein-Stimmen abgelehnt."
5705,42.9,42.9,57.1,"Bogis-Bossey VD","Bogis-Bossey (VD)","Bogis-Bossey VD","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Bogis-Bossey: Mit 57,1 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 57 Prozent angenommen hat, ist die AHV-Reform in Bogis-Bossey damit gescheitert. Damit hat in Bogis-Bossey im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,4 Prozent ein Ja in die Urne gelegt."
5706,88.2,88.2,11.8,"Borex VD","Borex (VD)","Borex VD","Die Gemeinde Borex hat die Erhöhung des Frauenrentenalters auf 65 mit 88,2 Prozent angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 84,8 Prozent zugestimmt hat, ist die AHV-Reform in Borex damit angenommen worden. Damit hat in Borex im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,4 Prozent ein Nein in die Urne gelegt."
5707,50.8,50.8,49.2,"Chavannes-de-Bogis VD","Chavannes-de-Bogis (VD)","Chavannes-de-Bogis VD","Ja zur Erhöhung des Frauenrentenalters auf 65 in Chavannes-de-Bogis mit 50,8 Prozent. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 50,3 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Chavannes-de-Bogis damit trotzdem gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Chavannes-de-Bogis eine Rentenreform mit 50,3 Prozent Nein-Stimmen abgelehnt."
5708,45.4,45.4,54.6,"Chavannes-des-Bois VD","Chavannes-des-Bois (VD)","Chavannes-des-Bois VD","Chavannes-des-Bois hat die Erhöhung des Frauenrentenalters auf 65 mit 54,6 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 58 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Chavannes-des-Bois damit gescheitert. Damit hat in Chavannes-des-Bois im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58,5 Prozent ein Ja in die Urne gelegt."
5709,59.6,59.6,40.4,"Chéserex VD","Chéserex (VD)","Chéserex VD","59,6 Prozent in Chéserex sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 69,3 Prozent zugestimmt hat, ist die AHV-Reform in Chéserex damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Chéserex der Rentenreform mit 54,6 Prozent zugestimmt."
5710,0.2,0.2,99.8,"Coinsins VD","Coinsins (VD)","Coinsins VD","Keine Schweizer Gemeinde hat sich deutlicher gegen die Erhöhung des Frauenrentenalters auf 65 ausgesprochen als Coinsins mit einem Nein-Stimmen-Anteil von 99,8 Prozent. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 66,9 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Coinsins damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Coinsins eine Rentenreform mit 62,1 Prozent Nein-Stimmen abgelehnt."
5711,53.8,53.8,46.2,"Commugny VD","Commugny (VD)","Commugny VD","53,8 Prozent der Abstimmenden in der Gemeinde Commugny haben Ja gesagt zur Erhöhung des Frauenrentenalters auf 65. Weil die Gemeinde die Erhöhung der Mehrwertsteuer aber mit 78,1 Prozent Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Commugny damit trotzdem gescheitert. Damit hat in Commugny im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,1 Prozent ein Ja in die Urne gelegt."
5712,15.6,15.6,84.4,"Coppet VD","Coppet (VD)","Coppet VD","In Coppet hat die Erhöhung des Frauenrentenalters auf 65 keine Mehrheit gefunden. Auf 84,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 78,8 Prozent angenommen hat, ist die AHV-Reform in Coppet damit gescheitert. Damit hat in Coppet im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,2 Prozent ein Ja in die Urne gelegt."
5713,25.5,25.5,74.5,"Crans-près-Céligny VD","Crans-près-Céligny (VD)","Crans-près-Céligny VD","Keine Mehrheit für die Erhöhung des Frauenrentenalters auf 65 in Crans-près-Céligny: Mit 74,5 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde der Erhöhung der Mehrwertsteuer mit 94,7 Prozent angenommen hat, ist die AHV-Reform in Crans-près-Céligny damit gescheitert. Damit hat in Crans-près-Céligny im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,2 Prozent ein Ja in die Urne gelegt."
5714,72.8,72.8,27.2,"Crassier VD","Crassier (VD)","Crassier VD","72,8 Prozent in Crassier sagen Ja zur Erhöhung des Frauenrentenalters auf 65 . Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 96 Prozent zugestimmt hat, ist die AHV-Reform in Crassier damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Crassier der Rentenreform mit 51,7 Prozent zugestimmt."
