"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
5186,19.2,19.2,80.8,"Grancia TI","Grancia (TI)","Grancia TI","Nel comune di Grancia l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 80,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 34,3 percento dei voti. A Grancia come nel 2017 gli elettroi hanno detto no - con il 54,5 percento dei voti – alla riforma dell'AVS."
5187,50.6,50.6,49.4,"Gravesano TI","Gravesano (TI)","Gravesano TI","Da Gravesano è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 50,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 39 percento dei voti. Gravesano ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5189,7.4,7.4,92.6,"Lamone TI","Lamone (TI)","Lamone TI","Da Lamone è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 92,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 14 percento dei voti. Lamone ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5192,24.4,24.4,75.6,"Lugano TI","Lugano (TI)","Lugano TI","Con il 75,6 percento di ""no"", i cittadini del comune di Lugano hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 59,6 percento dei voti. Lugano ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5193,47.9,47.9,52.1,"Magliaso TI","Magliaso (TI)","Magliaso TI","Da Magliaso è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 52,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 55,9 percento dei voti. Magliaso ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5194,19.9,19.9,80.1,"Manno TI","Manno (TI)","Manno TI","Nel comune di Manno l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 80,1 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 81,2 percento dei voti. A Manno come nel 2017 gli elettroi hanno detto no - con il 50,1 percento dei voti – alla riforma dell'AVS."
5196,34.6,34.6,65.4,"Massagno TI","Massagno (TI)","Massagno TI","Nel comune di Massagno l'aumento dell'età pensionabile delle donne a 65 anni è stato bocciato con il 65,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 62,1 percento dei voti. Massagno ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5198,40.9,40.9,59.1,"Melide TI","Melide (TI)","Melide TI","A Melide i cittadini hanno respinto, con il 59,1 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 11,1 percento dei voti. Melide ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5199,60.7,60.7,39.3,"Mezzovico-Vira TI","Mezzovico-Vira (TI)","Mezzovico-Vira TI","I cittadini di Mezzovico-Vira si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 60,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 21,6 percento dei voti. A Mezzovico-Vira come nel 2017 gli elettroi hanno detto no - con il 52,1 percento dei voti – alla riforma dell'AVS."
5200,0.3,0.3,99.7,"Miglieglia TI","Miglieglia (TI)","Miglieglia TI","Miglieglia si piazza al terzo posto fra i maggiori oppositori all'aumento dell'età pensionabile delle donne a 65 anni. I suoi cittadini hanno detto ""no"" con il 99,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 79,6 percento dei voti. Miglieglia ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5203,78.3,78.3,21.7,"Morcote TI","Morcote (TI)","Morcote TI","Da Morcote è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 78,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 46,4 percento dei voti. A Morcote come nel 2017 gli elettroi hanno detto no - con il 56,5 percento dei voti – alla riforma dell'AVS."
5205,83.8,83.8,16.2,"Muzzano TI","Muzzano (TI)","Muzzano TI","Da Muzzano è arrivato un ""sì"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno accolto il testo con il 83,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 9,3 percento dei voti. Muzzano ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5206,40.7,40.7,59.3,"Neggio TI","Neggio (TI)","Neggio TI","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Neggio: i cittadini hanno bocciato il testo con il 59,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 75,5 percento dei voti. Neggio ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5207,70.3,70.3,29.7,"Novaggio TI","Novaggio (TI)","Novaggio TI","A Novaggio i cittadini hanno accolto, con il 70,3 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 4,2 percento dei voti. Novaggio ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5208,28,28,72,"Origlio TI","Origlio (TI)","Origlio TI","Nel comune di Origlio l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 72 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 75,7 percento dei voti. Origlio ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5210,49.4,49.4,50.6,"Paradiso TI","Paradiso (TI)","Paradiso TI","Nel comune di Paradiso l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 50,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 45,4 percento dei voti. Paradiso ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5212,52.4,52.4,47.6,"Ponte Capriasca TI","Ponte Capriasca (TI)","Ponte Capriasca TI","I cittadini di Ponte Capriasca si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 52,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 1,1 percento dei voti. Ponte Capriasca ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5214,86.5,86.5,13.5,"Porza TI","Porza (TI)","Porza TI","I cittadini di Porza si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 86,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 90,4 percento dei voti. Porza ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
5216,44.7,44.7,55.3,"Pura TI","Pura (TI)","Pura TI","Con il 55,3 percento di ""no"", i cittadini del comune di Pura hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 81,9 percento dei voti. Pura ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5221,55.7,55.7,44.3,"Savosa TI","Savosa (TI)","Savosa TI","Nel comune di Savosa l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 55,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 26,9 percento dei voti. Savosa ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5225,43.3,43.3,56.7,"Sorengo TI","Sorengo (TI)","Sorengo TI","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Sorengo: i cittadini hanno bocciato il testo con il 56,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 55,8 percento dei voti. Sorengo ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5226,31.4,31.4,68.6,"Capriasca TI","Capriasca (TI)","Capriasca TI","I cittadini di Capriasca si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 68,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 96,5 percento dei voti. Capriasca ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5227,0.3,0.3,99.7,"Torricella-Taverne TI","Torricella-Taverne (TI)","Torricella-Taverne TI","No all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Torricella-Taverne: i cittadini hanno bocciato il testo con il 99,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 47,3 percento dei voti. A Torricella-Taverne come nel 2017 gli elettroi hanno detto no - con il 51,5 percento dei voti – alla riforma dell'AVS."
5230,89.3,89.3,10.7,"Vernate TI","Vernate (TI)","Vernate TI","I cittadini di Vernate si sono espressi a favore dell'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato approvato con il 89,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 89,4 percento dei voti."
5231,64.6,64.6,35.4,"Vezia TI","Vezia (TI)","Vezia TI","Con il 64,6 percento di ""sì"", i cittadini del comune di Vezia hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 47,5 percento dei voti. Vezia ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5233,50.6,50.6,49.4,"Vico Morcote TI","Vico Morcote (TI)","Vico Morcote TI","Con il 50,6 percento di ""sì"", i cittadini del comune di Vico Morcote hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 92,8 percento dei voti. A Vico Morcote come nel 2017 gli elettori hanno detto sì - con il 55,7 percento dei voti – alla riforma dell'AVS."
5236,22.8,22.8,77.2,"Collina d'Oro TI","Collina d'Oro (TI)","Collina d'Oro TI","Nel comune di Collina d'Oro l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 77,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 90,4 percento dei voti. A Collina d'Oro come nel 2017 gli elettroi hanno detto no - con il 51,8 percento dei voti – alla riforma dell'AVS."
5237,49.6,49.6,50.4,"Alto Malcantone TI","Alto Malcantone (TI)","Alto Malcantone TI","I cittadini di Alto Malcantone si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 50,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 81 percento dei voti. Alto Malcantone ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5238,40.6,40.6,59.4,"Monteceneri TI","Monteceneri (TI)","Monteceneri TI","Nel comune di Monteceneri l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 59,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 83,5 percento dei voti. Monteceneri ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5239,63.1,63.1,36.9,"Tresa TI","Tresa (TI)","Tresa TI","Con il 63,1 percento di ""sì"", i cittadini del comune di Tresa hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 54,4 percento dei voti. Impossibile comparare il risultato odierno di Tresa con quello del 2017. Questo a causa di fusioni fra varie realtà comunali."
5240,68.1,68.1,31.9,"Val Mara TI","Val Mara (TI)","Val Mara TI","Con il 68,1 percento di ""sì"", i cittadini del comune di Val Mara hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 64,3 percento dei voti. Impossibile comparare il risultato odierno di Val Mara con quello del 2017. Questo a causa di fusioni fra varie realtà comunali."
5242,66.7,66.7,33.3,"Balerna TI","Balerna (TI)","Balerna TI","Con il 66,7 percento di ""sì"", i cittadini del comune di Balerna hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 66 percento dei voti. A Balerna come nel 2017 gli elettori hanno detto sì - con il 54,1 percento dei voti – alla riforma dell'AVS."
5249,43,43,57,"Castel San Pietro TI","Castel San Pietro (TI)","Castel San Pietro TI","A Castel San Pietro i cittadini hanno respinto, con il 57 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata respinta con il 38,3 percento dei voti. Castel San Pietro ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5250,66.5,66.5,33.5,"Chiasso TI","Chiasso (TI)","Chiasso TI","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Chiasso: i cittadini hanno approvato il testo con il 66,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 15,8 percento dei voti. Chiasso ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5251,52.7,52.7,47.3,"Coldrerio TI","Coldrerio (TI)","Coldrerio TI","Con il 52,7 percento di ""sì"", i cittadini del comune di Coldrerio hanno accolto l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece respinta con il 42,6 percento dei voti. A Coldrerio come nel 2017 gli elettroi hanno detto no - con il 52,7 percento dei voti – alla riforma dell'AVS."
5254,84.5,84.5,15.5,"Mendrisio TI","Mendrisio (TI)","Mendrisio TI","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Mendrisio: i cittadini hanno approvato il testo con il 84,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 29,2 percento dei voti. Mendrisio ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5257,48.2,48.2,51.8,"Morbio Inferiore TI","Morbio Inferiore (TI)","Morbio Inferiore TI","Con il 51,8 percento di ""no"", i cittadini del comune di Morbio Inferiore hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 76,4 percento dei voti. Morbio Inferiore ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5260,31.2,31.2,68.8,"Novazzano TI","Novazzano (TI)","Novazzano TI","Con il 68,8 percento di ""no"", i cittadini del comune di Novazzano hanno bocciato l'aumento dell'età pensionabile delle donne a 65 anni. La seconda proposta concernente l'AVS è stata invece accettata con il 53,6 percento dei voti. Novazzano ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
5263,26.9,26.9,73.1,"Riva San Vitale TI","Riva San Vitale (TI)","Riva San Vitale TI","Da Riva San Vitale è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 73,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 7,5 percento dei voti. Riva San Vitale ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
