"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d"
5688,20.7,20.7,79.3,"Syens VD","Syens (VD)","Syens VD","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Syens: Mit 79,3 Prozent hat die Gemeinde die Vorlage verworfen. Da die Gemeinde auch das Frauenrentenalter 65 mit 68,1 abgelehnt hat, ist die AHV-Reform in Syens damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Syens eine Rentenreform mit 69,4 Nein-Stimmen abgelehnt."
5690,58,58,42,"Villars-le-Comte VD","Villars-le-Comte (VD)","Villars-le-Comte VD","58 Prozent der Abstimmenden in der Gemeinde Villars-le-Comte haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch dem Frauenrentealter 65 mit 98,6 zugestimmt hat, ist die AHV-Reform in Villars-le-Comte damit angenommen worden. Damit hat in Villars-le-Comte im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63,3 Prozent ein Nein in die Urne gelegt."
5692,77,77,23,"Vucherens VD","Vucherens (VD)","Vucherens VD","Die Gemeinde Vucherens hat die Erhöhung der Mehrwertsteuer mit 77 Prozent angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 68,1 zugestimmt hat, ist die AHV-Reform in Vucherens damit angenommen worden. Damit hat in Vucherens im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,1 Prozent ein Nein in die Urne gelegt."
5693,41,41,59,"Montanaire VD","Montanaire (VD)","Montanaire VD","In Montanaire hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 59 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch das Frauenrentenalter 65 mit 88,4 abgelehnt hat, ist die AHV-Reform in Montanaire damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Montanaire eine Rentenreform mit 55,5 Nein-Stimmen abgelehnt."
5701,18.6,18.6,81.4,"Arnex-sur-Nyon VD","Arnex-sur-Nyon (VD)","Arnex-sur-Nyon VD","In Arnex-sur-Nyon hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 81,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 72,9 Ja-Stimmen angenommen hat, ist die AHV-Reform in Arnex-sur-Nyon damit gescheitert."
5702,35.4,35.4,64.6,"Arzier-Le Muids VD","Arzier-Le Muids (VD)","Arzier-Le Muids VD","In Arzier-Le Muids hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 64,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 58,4 Ja-Stimmen angenommen hat, ist die AHV-Reform in Arzier-Le Muids damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Arzier-Le Muids eine Rentenreform mit 51,9 Nein-Stimmen abgelehnt."
5703,24.1,24.1,75.9,"Bassins VD","Bassins (VD)","Bassins VD","Nein zur Erhöhung der Mehrwertsteuer in Bassins. Die Gemeinde hat das Volksbegehren mit 75,9 Prozent abgelehnt. Obwohl die Gemeinde das Frauenrentenalter 65 mit 68,2 Ja-Stimmen angenommen hat, ist die AHV-Reform in Bassins damit gescheitert. Damit hat in Bassins im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,6 Prozent ein Ja in die Urne gelegt."
5704,43.8,43.8,56.2,"Begnins VD","Begnins (VD)","Begnins VD","In Begnins hat die Stimmbevölkerung die Erhöhung der Mehrwertsteuer mit 56,2 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 61,5 abgelehnt hat, ist die AHV-Reform in Begnins damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Begnins eine Rentenreform mit 52,2 Nein-Stimmen abgelehnt."
5705,76.9,76.9,23.1,"Bogis-Bossey VD","Bogis-Bossey (VD)","Bogis-Bossey VD","76,9 Prozent der Abstimmenden in der Gemeinde Bogis-Bossey haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 85,9 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bogis-Bossey damit gescheitert. Damit hat in Bogis-Bossey im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,4 Prozent ein Ja in die Urne gelegt."
5706,33.5,33.5,66.5,"Borex VD","Borex (VD)","Borex VD","Nein zur Erhöhung der Mehrwertsteuer in Borex. Die Gemeinde hat das Volksbegehren mit 66,5 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 50,1 abgelehnt hat, ist die AHV-Reform in Borex damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Borex eine Rentenreform mit 53,4 Nein-Stimmen abgelehnt."
5707,17.9,17.9,82.1,"Chavannes-de-Bogis VD","Chavannes-de-Bogis (VD)","Chavannes-de-Bogis VD","82,1 Prozent der Stimmbürgerinnen und Stimmbürger von Chavannes-de-Bogis sagen Nein zur Erhöhung der Mehrwertsteuer. Obwohl die Gemeinde das Frauenrentenalter 65 mit 60 Ja-Stimmen angenommen hat, ist die AHV-Reform in Chavannes-de-Bogis damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Chavannes-de-Bogis eine Rentenreform mit 50,3 Nein-Stimmen abgelehnt."
5708,55.4,55.4,44.6,"Chavannes-des-Bois VD","Chavannes-des-Bois (VD)","Chavannes-des-Bois VD","55,4 Prozent in Chavannes-des-Bois sagen Ja zur Erhöhung der Mehrwertsteuer . Weil die Gemeinde das Frauenrentenalter 65 aber mit 80,4 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Chavannes-des-Bois damit gescheitert. Damit hat in Chavannes-des-Bois im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 58,5 Prozent ein Ja in die Urne gelegt."
5709,59.2,59.2,40.8,"Chéserex VD","Chéserex (VD)","Chéserex VD","59,2 Prozent in Chéserex sagen Ja zur Erhöhung der Mehrwertsteuer . Weil die Gemeinde das Frauenrentenalter 65 aber mit 68,7 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Chéserex damit gescheitert. Damit hat in Chéserex im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 54,6 Prozent ein Ja in die Urne gelegt."
5710,78.4,78.4,21.6,"Coinsins VD","Coinsins (VD)","Coinsins VD","Coinsins hat der Erhöhung der Mehrwertsteuer mit 78,4 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 53,8 zugestimmt hat, ist die AHV-Reform in Coinsins damit angenommen worden. Damit hat in Coinsins im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 62,1 Prozent ein Nein in die Urne gelegt."
5711,19.8,19.8,80.2,"Commugny VD","Commugny (VD)","Commugny VD","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Commugny: Mit 80,2 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde das Frauenrentenalter 65 mit 64,8 Ja-Stimmen angenommen hat, ist die AHV-Reform in Commugny damit gescheitert. Damit hat in Commugny im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,1 Prozent ein Ja in die Urne gelegt."
5712,48.4,48.4,51.6,"Coppet VD","Coppet (VD)","Coppet VD","In Coppet hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 51,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 73 Ja-Stimmen angenommen hat, ist die AHV-Reform in Coppet damit gescheitert. Damit hat in Coppet im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 55,2 Prozent ein Ja in die Urne gelegt."
5713,23.3,23.3,76.7,"Crans-près-Céligny VD","Crans-près-Céligny (VD)","Crans-près-Céligny VD","Keine Mehrheit für die Erhöhung der Mehrwertsteuer in Crans-près-Céligny: Mit 76,7 Prozent hat die Gemeinde die Vorlage verworfen. Obwohl die Gemeinde das Frauenrentenalter 65 mit 64,3 Ja-Stimmen angenommen hat, ist die AHV-Reform in Crans-près-Céligny damit gescheitert. Damit hat in Crans-près-Céligny im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,2 Prozent ein Ja in die Urne gelegt."
5714,29.5,29.5,70.5,"Crassier VD","Crassier (VD)","Crassier VD","Crassier hat die Erhöhung der Mehrwertsteuer mit 70,5 Prozent abgelehnt. Obwohl die Gemeinde das Frauenrentenalter 65 mit 74,8 Ja-Stimmen angenommen hat, ist die AHV-Reform in Crassier damit gescheitert. Damit hat in Crassier im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,7 Prozent ein Ja in die Urne gelegt."
5715,59.1,59.1,40.9,"Duillier VD","Duillier (VD)","Duillier VD","59,1 Prozent der Abstimmenden in der Gemeinde Duillier haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch dem Frauenrentealter 65 mit 60,7 zugestimmt hat, ist die AHV-Reform in Duillier damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Duillier der Rentenreform mit 50,6 zugestimmt."
5716,70.9,70.9,29.1,"Eysins VD","Eysins (VD)","Eysins VD","70,9 Prozent der Abstimmenden in der Gemeinde Eysins haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch dem Frauenrentealter 65 mit 91,8 zugestimmt hat, ist die AHV-Reform in Eysins damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Eysins der Rentenreform mit 54,1 zugestimmt."
5717,27.2,27.2,72.8,"Founex VD","Founex (VD)","Founex VD","In Founex hat die Stimmbevölkerung die Erhöhung der Mehrwertsteuer mit 72,8 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 82,5 abgelehnt hat, ist die AHV-Reform in Founex damit gescheitert. Damit hat in Founex im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,1 Prozent ein Ja in die Urne gelegt."
5718,57.1,57.1,42.9,"Genolier VD","Genolier (VD)","Genolier VD","57,1 Prozent der Stimmbürgerinnen und Stimmbürger von Genolier haben die Erhöhung der Mehrwertsteuer angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 61,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Genolier damit gescheitert. Damit hat in Genolier im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,5 Prozent ein Ja in die Urne gelegt."
5719,51.4,51.4,48.6,"Gingins VD","Gingins (VD)","Gingins VD","51,4 Prozent in Gingins sagen Ja zur Erhöhung der Mehrwertsteuer . Weil die Gemeinde das Frauenrentenalter 65 aber mit 75,9 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Gingins damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Gingins eine Rentenreform mit 55,3 Nein-Stimmen abgelehnt."
5720,4.2,4.2,95.8,"Givrins VD","Givrins (VD)","Givrins VD","In Givrins hat die Stimmbevölkerung die Erhöhung der Mehrwertsteuer mit 95,8 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 99,4 abgelehnt hat, ist die AHV-Reform in Givrins damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Givrins eine Rentenreform mit 50,2 Nein-Stimmen abgelehnt."
5721,65.3,65.3,34.7,"Gland VD","Gland (VD)","Gland VD","In Gland hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 65,3 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 91,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Gland damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Gland eine Rentenreform mit 52,2 Nein-Stimmen abgelehnt."
5722,62.9,62.9,37.1,"Grens VD","Grens (VD)","Grens VD","Die Gemeinde Grens hat die Erhöhung der Mehrwertsteuer mit 62,9 Prozent angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 98,6 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Grens damit gescheitert. Damit hat in Grens im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 57,9 Prozent ein Ja in die Urne gelegt."
5723,15.3,15.3,84.7,"Mies VD","Mies (VD)","Mies VD","Nein zur Erhöhung der Mehrwertsteuer in Mies. Die Gemeinde hat das Volksbegehren mit 84,7 Prozent abgelehnt. Obwohl die Gemeinde das Frauenrentenalter 65 mit 68 Ja-Stimmen angenommen hat, ist die AHV-Reform in Mies damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Mies eine Rentenreform mit 52,3 Nein-Stimmen abgelehnt."
5724,48.2,48.2,51.8,"Nyon VD","Nyon (VD)","Nyon VD","51,8 Prozent Nein zur Erhöhung der Mehrwertsteuer in Nyon. Da die Gemeinde auch das Frauenrentenalter 65 mit 51 abgelehnt hat, ist die AHV-Reform in Nyon damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Nyon eine Rentenreform mit 50,1 Nein-Stimmen abgelehnt."
5725,57.5,57.5,42.5,"Prangins VD","Prangins (VD)","Prangins VD","57,5 Prozent der Abstimmenden in der Gemeinde Prangins haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch dem Frauenrentealter 65 mit 70 zugestimmt hat, ist die AHV-Reform in Prangins damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Prangins der Rentenreform mit 56,5 zugestimmt."
5726,78,78,22,"La Rippe VD","La Rippe (VD)","La Rippe VD","La Rippe hat der Erhöhung der Mehrwertsteuer mit 78 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 50,8 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in La Rippe damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte La Rippe eine Rentenreform mit 59,9 Nein-Stimmen abgelehnt."
5727,45.4,45.4,54.6,"Saint-Cergue VD","Saint-Cergue (VD)","Saint-Cergue VD","In Saint-Cergue hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 54,6 Prozent der abgegebenen Stimmzettel stand ein Nein. Obwohl die Gemeinde das Frauenrentenalter 65 mit 50,9 Ja-Stimmen angenommen hat, ist die AHV-Reform in Saint-Cergue damit gescheitert. Damit hat in Saint-Cergue im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 50,6 Prozent ein Ja in die Urne gelegt."
5728,55.7,55.7,44.3,"Signy-Avenex VD","Signy-Avenex (VD)","Signy-Avenex VD","55,7 Prozent in Signy-Avenex sagen Ja zur Erhöhung der Mehrwertsteuer . Weil die Gemeinde das Frauenrentenalter 65 aber mit 61,3 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Signy-Avenex damit gescheitert. Damit hat in Signy-Avenex im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,8 Prozent ein Ja in die Urne gelegt."
5729,64.3,64.3,35.7,"Tannay VD","Tannay (VD)","Tannay VD","64,3 Prozent der Stimmbürgerinnen und Stimmbürger von Tannay haben die Erhöhung der Mehrwertsteuer angenommen. Weil die Gemeinde das Frauenrentenalter 65 aber mit 62,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Tannay damit gescheitert. Damit hat in Tannay im Vergleich zur letzten AHV-Abstimmung im Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 53,4 Prozent ein Ja in die Urne gelegt."
5730,51.9,51.9,48.1,"Trélex VD","Trélex (VD)","Trélex VD","51,9 Prozent der Abstimmenden in der Gemeinde Trélex haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch dem Frauenrentealter 65 mit 83,4 zugestimmt hat, ist die AHV-Reform in Trélex damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Trélex der Rentenreform mit 56,7 zugestimmt."
5731,16.8,16.8,83.2,"Le Vaud VD","Le Vaud (VD)","Le Vaud VD","83,2 Prozent der Stimmbürgerinnen und Stimmbürger von Le Vaud sagen Nein zur Erhöhung der Mehrwertsteuer. Obwohl die Gemeinde das Frauenrentenalter 65 mit 78,7 Ja-Stimmen angenommen hat, ist die AHV-Reform in Le Vaud damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Le Vaud eine Rentenreform mit 53,5 Nein-Stimmen abgelehnt."
5732,68.3,68.3,31.7,"Vich VD","Vich (VD)","Vich VD","Vich hat der Erhöhung der Mehrwertsteuer mit 68,3 Prozent zugestimmt. Da die Gemeinde auch dem Frauenrentealter 65 mit 59,6 zugestimmt hat, ist die AHV-Reform in Vich damit angenommen worden. Damit hat in Vich im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,1 Prozent ein Nein in die Urne gelegt."
5741,78.1,78.1,21.9,"L'Abergement VD","L'Abergement (VD)","L'Abergement VD","78,1 Prozent der Abstimmenden in der Gemeinde L'Abergement haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 62,6 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in L'Abergement damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte L'Abergement eine Rentenreform mit 53,6 Nein-Stimmen abgelehnt."
5742,66.6,66.6,33.4,"Agiez VD","Agiez (VD)","Agiez VD","In Agiez hat die Stimmbevölkerung der Erhöhung der Mehrwertsteuer mit einem Ja-Stimmen-Anteil von 66,6 Prozent zugestimmt. Weil die Gemeinde das Frauenrentenalter 65 aber mit 50,6 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Agiez damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Agiez eine Rentenreform mit 51 Nein-Stimmen abgelehnt."
5743,1.1,1.1,98.9,"Arnex-sur-Orbe VD","Arnex-sur-Orbe (VD)","Arnex-sur-Orbe VD","Nein zur Erhöhung der Mehrwertsteuer in Arnex-sur-Orbe. Die Gemeinde hat das Volksbegehren mit 98,9 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 96,8 abgelehnt hat, ist die AHV-Reform in Arnex-sur-Orbe damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Arnex-sur-Orbe eine Rentenreform mit 54,5 Nein-Stimmen abgelehnt."
5744,64.8,64.8,35.2,"Ballaigues VD","Ballaigues (VD)","Ballaigues VD","Ja zur Erhöhung der Mehrwertsteuer in Ballaigues mit 64,8 Prozent. Da die Gemeinde auch dem Frauenrentealter 65 mit 69,5 zugestimmt hat, ist die AHV-Reform in Ballaigues damit angenommen worden. Damit hat in Ballaigues im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,5 Prozent ein Nein in die Urne gelegt."
5745,66.7,66.7,33.3,"Baulmes VD","Baulmes (VD)","Baulmes VD","66,7 Prozent der Stimmbürgerinnen und Stimmbürger von Baulmes haben die Erhöhung der Mehrwertsteuer angenommen. Da die Gemeinde auch dem Frauenrentealter 65 mit 67,9 zugestimmt hat, ist die AHV-Reform in Baulmes damit angenommen worden. Damit hat in Baulmes im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,7 Prozent ein Nein in die Urne gelegt."
5746,82.5,82.5,17.5,"Bavois VD","Bavois (VD)","Bavois VD","Ja zur Erhöhung der Mehrwertsteuer in Bavois mit 82,5 Prozent. Weil die Gemeinde das Frauenrentenalter 65 aber mit 58 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Bavois damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bavois eine Rentenreform mit 60,5 Nein-Stimmen abgelehnt."
5747,68.3,68.3,31.7,"Bofflens VD","Bofflens (VD)","Bofflens VD","68,3 Prozent der Abstimmenden in der Gemeinde Bofflens haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Da die Gemeinde auch dem Frauenrentealter 65 mit 63,3 zugestimmt hat, ist die AHV-Reform in Bofflens damit angenommen worden. Damit hat in Bofflens im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 56 Prozent ein Nein in die Urne gelegt."
5748,17,17,83,"Bretonnières VD","Bretonnières (VD)","Bretonnières VD","In Bretonnières hat die Stimmbevölkerung die Erhöhung der Mehrwertsteuer mit 83 Prozent abgelehnt. Da die Gemeinde auch das Frauenrentenalter 65 mit 59,6 abgelehnt hat, ist die AHV-Reform in Bretonnières damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Bretonnières eine Rentenreform mit 58 Nein-Stimmen abgelehnt."
5749,50.2,50.2,49.8,"Chavornay VD","Chavornay (VD)","Chavornay VD","50,2 Prozent der Abstimmenden in der Gemeinde Chavornay haben Ja gesagt zur Erhöhung der Mehrwertsteuer. Weil die Gemeinde das Frauenrentenalter 65 aber mit 57,4 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Chavornay damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Chavornay eine Rentenreform mit 61,3 Nein-Stimmen abgelehnt."
5750,47.6,47.6,52.4,"Les Clées VD","Les Clées (VD)","Les Clées VD","In Les Clées hat die Erhöhung der Mehrwertsteuer keine Mehrheit gefunden. Auf 52,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Da die Gemeinde auch das Frauenrentenalter 65 mit 55,9 abgelehnt hat, ist die AHV-Reform in Les Clées damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Les Clées eine Rentenreform mit 61,3 Nein-Stimmen abgelehnt."
